Date,HomeTeam,AwayTeam,Type,Final_Score_A,Final_Score_B,Final_Points,Win_Count,Draw_Count,Loss_Count,Half_Score_A,Half_Score_B,Half_Points
5/14/2017,Man United,Tottenham,Away,1,2,0,0,0,1,0,1,0
5/14/2017,Liverpool,West Ham,Away,4,0,3,1,0,0,1,0,3
8/14/2004,Aston Villa,Southampton,Home,2,0,3,1,0,0,2,0,3
8/14/2004,Blackburn,West Brom,Home,1,1,1,0,1,0,0,1,0
8/14/2004,Bolton,Charlton,Home,4,1,3,1,0,0,2,0,3
8/14/2004,Man City,Fulham,Home,1,1,1,0,1,0,1,0,3
8/14/2004,Middlesbrough,Newcastle,Home,2,2,1,0,1,0,0,1,0
8/14/2004,Norwich,Crystal Palace,Home,1,1,1,0,1,0,1,0,3
8/14/2004,Portsmouth,Birmingham,Home,1,1,1,0,1,0,1,1,1
8/14/2004,Tottenham,Liverpool,Home,1,1,1,0,1,0,0,1,0
8/14/2004,Southampton,Aston Villa,Away,0,2,0,0,0,1,0,2,0
8/14/2004,West Brom,Blackburn,Away,1,1,1,0,1,0,1,0,3
8/14/2004,Charlton,Bolton,Away,1,4,0,0,0,1,0,2,0
8/14/2004,Fulham,Man City,Away,1,1,1,0,1,0,0,1,0
8/14/2004,Newcastle,Middlesbrough,Away,2,2,1,0,1,0,1,0,3
8/14/2004,Crystal Palace,Norwich,Away,1,1,1,0,1,0,0,1,0
8/14/2004,Birmingham,Portsmouth,Away,1,1,1,0,1,0,1,1,1
8/14/2004,Liverpool,Tottenham,Away,1,1,1,0,1,0,1,0,3
8/14/2005,Arsenal,Newcastle,Home,2,0,3,1,0,0,0,0,1
8/14/2005,Wigan,Chelsea,Home,0,1,0,0,0,1,0,0,1
8/14/2005,Newcastle,Arsenal,Away,0,2,0,0,0,1,0,0,1
8/14/2005,Chelsea,Wigan,Away,1,0,3,1,0,0,0,0,1
8/14/2007,Tottenham,Everton,Home,1,3,0,0,0,1,1,3,0
8/14/2007,Everton,Tottenham,Away,3,1,3,1,0,0,3,1,3
8/14/2010,Aston Villa,West Ham,Home,3,0,3,1,0,0,2,0,3
8/14/2010,Blackburn,Everton,Home,1,0,3,1,0,0,1,0,3
8/14/2010,Bolton,Fulham,Home,0,0,1,0,1,0,0,0,1
8/14/2010,Chelsea,West Brom,Home,6,0,3,1,0,0,2,0,3
8/14/2010,Sunderland,Birmingham,Home,2,2,1,0,1,0,1,0,3
8/14/2010,Tottenham,Man City,Home,0,0,1,0,1,0,0,0,1
8/14/2010,Wigan,Blackpool,Home,0,4,0,0,0,1,0,3,0
8/14/2010,Wolves,Stoke,Home,2,1,3,1,0,0,2,0,3
8/14/2010,West Ham,Aston Villa,Away,0,3,0,0,0,1,0,2,0
8/14/2010,Everton,Blackburn,Away,0,1,0,0,0,1,0,1,0
8/14/2010,Fulham,Bolton,Away,0,0,1,0,1,0,0,0,1
8/14/2010,West Brom,Chelsea,Away,0,6,0,0,0,1,0,2,0
8/14/2010,Birmingham,Sunderland,Away,2,2,1,0,1,0,0,1,0
8/14/2010,Man City,Tottenham,Away,0,0,1,0,1,0,0,0,1
8/14/2010,Blackpool,Wigan,Away,4,0,3,1,0,0,3,0,3
8/14/2010,Stoke,Wolves,Away,1,2,0,0,0,1,0,2,0
8/14/2011,Stoke,Chelsea,Home,0,0,1,0,1,0,0,0,1
8/14/2011,West Brom,Man United,Home,1,2,0,0,0,1,1,1,1
8/14/2011,Stoke,Chelsea,Home,0,0,1,0,1,0,0,0,1
8/14/2011,West Brom,Man United,Home,1,2,0,0,0,1,1,1,1
8/14/2011,Chelsea,Stoke,Away,0,0,1,0,1,0,0,0,1
8/14/2011,Man United,West Brom,Away,2,1,3,1,0,0,1,1,1
8/14/2011,Chelsea,Stoke,Away,0,0,1,0,1,0,0,0,1
8/14/2011,Man United,West Brom,Away,2,1,3,1,0,0,1,1,1
8/14/2015,Aston Villa,Man United,Home,0,1,0,0,0,1,0,1,0
8/14/2015,Man United,Aston Villa,Away,1,0,3,1,0,0,1,0,3
8/14/2016,Arsenal,Liverpool,Home,3,4,0,0,0,1,1,1,1
8/14/2016,Bournemouth,Man United,Home,1,3,0,0,0,1,0,1,0
8/14/2016,Liverpool,Arsenal,Away,4,3,3,1,0,0,1,1,1
8/14/2016,Man United,Bournemouth,Away,3,1,3,1,0,0,1,0,3
9/14/2002,Bolton,Liverpool,Home,2,3,0,0,0,1,0,1,0
9/14/2002,Charlton,Arsenal,Home,0,3,0,0,0,1,0,1,0
9/14/2002,Chelsea,Newcastle,Home,3,0,3,1,0,0,2,0,3
9/14/2002,Everton,Middlesboro,Home,2,1,3,1,0,0,1,1,1
9/14/2002,Leeds,Man United,Home,1,0,3,1,0,0,0,0,1
9/14/2002,Sunderland,Fulham,Home,0,3,0,0,0,1,0,1,0
9/14/2002,West Brom,Southampton,Home,1,0,3,1,0,0,0,0,1
9/14/2002,Liverpool,Bolton,Away,3,2,3,1,0,0,1,0,3
9/14/2002,Arsenal,Charlton,Away,3,0,3,1,0,0,1,0,3
9/14/2002,Newcastle,Chelsea,Away,0,3,0,0,0,1,0,2,0
9/14/2002,Middlesboro,Everton,Away,1,2,0,0,0,1,1,1,1
9/14/2002,Man United,Leeds,Away,0,1,0,0,0,1,0,0,1
9/14/2002,Fulham,Sunderland,Away,3,0,3,1,0,0,1,0,3
9/14/2002,Southampton,West Brom,Away,0,1,0,0,0,1,0,0,1
9/14/2003,Birmingham,Fulham,Home,2,2,1,0,1,0,1,1,1
9/14/2003,Man City,Aston Villa,Home,4,1,3,1,0,0,0,1,0
9/14/2003,Fulham,Birmingham,Away,2,2,1,0,1,0,1,1,1
9/14/2003,Aston Villa,Man City,Away,1,4,0,0,0,1,1,0,3
9/14/2008,Stoke,Everton,Home,2,3,0,0,0,1,0,1,0
9/14/2008,Everton,Stoke,Away,3,2,3,1,0,0,1,0,3
9/14/2014,Man United,QPR,Home,4,0,3,1,0,0,3,0,3
9/14/2014,QPR,Man United,Away,0,4,0,0,0,1,0,3,0
9/14/2015,West Ham,Newcastle,Home,2,0,3,1,0,0,1,0,3
9/14/2015,Newcastle,West Ham,Away,0,2,0,0,0,1,0,1,0
1/15/2005,Aston Villa,Norwich,Home,3,0,3,1,0,0,2,0,3
1/15/2005,Bolton,Arsenal,Home,1,0,3,1,0,0,1,0,3
1/15/2005,Charlton,Birmingham,Home,3,1,3,1,0,0,1,0,3
1/15/2005,Liverpool,Man United,Home,0,1,0,0,0,1,0,1,0
1/15/2005,Man City,Crystal Palace,Home,3,1,3,1,0,0,2,1,3
1/15/2005,Newcastle,Southampton,Home,2,1,3,1,0,0,2,1,3
1/15/2005,Portsmouth,Blackburn,Home,0,1,0,0,0,1,0,0,1
1/15/2005,Tottenham,Chelsea,Home,0,2,0,0,0,1,0,1,0
1/15/2005,Norwich,Aston Villa,Away,0,3,0,0,0,1,0,2,0
1/15/2005,Arsenal,Bolton,Away,0,1,0,0,0,1,0,1,0
1/15/2005,Birmingham,Charlton,Away,1,3,0,0,0,1,0,1,0
1/15/2005,Man United,Liverpool,Away,1,0,3,1,0,0,1,0,3
1/15/2005,Crystal Palace,Man City,Away,1,3,0,0,0,1,1,2,0
1/15/2005,Southampton,Newcastle,Away,1,2,0,0,0,1,1,2,0
1/15/2005,Blackburn,Portsmouth,Away,1,0,3,1,0,0,0,0,1
1/15/2005,Chelsea,Tottenham,Away,2,0,3,1,0,0,1,0,3
1/15/2006,Sunderland,Chelsea,Home,1,2,0,0,0,1,1,1,1
1/15/2006,Wigan,West Brom,Home,0,1,0,0,0,1,0,0,1
1/15/2006,Chelsea,Sunderland,Away,2,1,3,1,0,0,1,1,1
1/15/2006,West Brom,Wigan,Away,1,0,3,1,0,0,0,0,1
1/15/2011,Chelsea,Blackburn,Home,2,0,3,1,0,0,0,0,1
1/15/2011,Man City,Wolves,Home,4,3,3,1,0,0,1,1,1
1/15/2011,Stoke,Bolton,Home,2,0,3,1,0,0,1,0,3
1/15/2011,West Brom,Blackpool,Home,3,2,3,1,0,0,1,1,1
1/15/2011,West Ham,Arsenal,Home,0,3,0,0,0,1,0,2,0
1/15/2011,Wigan,Fulham,Home,1,1,1,0,1,0,0,0,1
1/15/2011,Blackburn,Chelsea,Away,0,2,0,0,0,1,0,0,1
1/15/2011,Wolves,Man City,Away,3,4,0,0,0,1,1,1,1
1/15/2011,Bolton,Stoke,Away,0,2,0,0,0,1,0,1,0
1/15/2011,Blackpool,West Brom,Away,2,3,0,0,0,1,1,1,1
1/15/2011,Arsenal,West Ham,Away,3,0,3,1,0,0,2,0,3
1/15/2011,Fulham,Wigan,Away,1,1,1,0,1,0,0,0,1
1/15/2012,Newcastle,QPR,Home,1,0,3,1,0,0,1,0,3
1/15/2012,Swansea,Arsenal,Home,3,2,3,1,0,0,1,1,1
1/15/2012,Newcastle,QPR,Home,1,0,3,1,0,0,1,0,3
1/15/2012,Swansea,Arsenal,Home,3,2,3,1,0,0,1,1,1
1/15/2012,QPR,Newcastle,Away,0,1,0,0,0,1,0,1,0
1/15/2012,Arsenal,Swansea,Away,2,3,0,0,0,1,1,1,1
1/15/2012,QPR,Newcastle,Away,0,1,0,0,0,1,0,1,0
1/15/2012,Arsenal,Swansea,Away,2,3,0,0,0,1,1,1,1
1/15/2017,Everton,Man City,Home,4,0,0,0,0,1,1,0,0
1/15/2017,Man United,Liverpool,Home,1,1,1,0,1,0,0,1,3
1/15/2017,Man City,Everton,Away,0,4,0,0,0,1,0,1,0
1/15/2017,Liverpool,Man United,Away,1,1,1,0,1,0,1,0,3
10/15/2001,Tottenham,Derby,Home,3,1,3,1,0,0,2,1,3
10/15/2001,Derby,Tottenham,Away,1,3,0,0,0,1,1,2,0
10/15/2005,Chelsea,Bolton,Home,5,1,3,1,0,0,0,1,0
10/15/2005,Liverpool,Blackburn,Home,1,0,3,1,0,0,0,0,1
10/15/2005,Middlesbrough,Portsmouth,Home,1,1,1,0,1,0,0,0,1
10/15/2005,Sunderland,Man United,Home,1,3,0,0,0,1,0,1,0
10/15/2005,Tottenham,Everton,Home,2,0,3,1,0,0,0,0,1
10/15/2005,West Brom,Arsenal,Home,2,1,3,1,0,0,1,1,1
10/15/2005,Wigan,Newcastle,Home,1,0,3,1,0,0,1,0,3
10/15/2005,Bolton,Chelsea,Away,1,5,0,0,0,1,1,0,3
10/15/2005,Blackburn,Liverpool,Away,0,1,0,0,0,1,0,0,1
10/15/2005,Portsmouth,Middlesbrough,Away,1,1,1,0,1,0,0,0,1
10/15/2005,Man United,Sunderland,Away,3,1,3,1,0,0,1,0,3
10/15/2005,Everton,Tottenham,Away,0,2,0,0,0,1,0,0,1
10/15/2005,Arsenal,West Brom,Away,1,2,0,0,0,1,1,1,1
10/15/2005,Newcastle,Wigan,Away,0,1,0,0,0,1,0,1,0
10/15/2006,Newcastle,Bolton,Home,1,2,0,0,0,1,1,0,3
10/15/2006,Bolton,Newcastle,Away,2,1,3,1,0,0,0,1,0
10/15/2011,Chelsea,Everton,Home,3,1,3,1,0,0,2,0,3
10/15/2011,Liverpool,Man United,Home,1,1,1,0,1,0,0,0,1
10/15/2011,Man City,Aston Villa,Home,4,1,3,1,0,0,1,0,3
10/15/2011,Norwich,Swansea,Home,3,1,3,1,0,0,2,1,3
10/15/2011,QPR,Blackburn,Home,1,1,1,0,1,0,1,1,1
10/15/2011,Stoke,Fulham,Home,2,0,3,1,0,0,0,0,1
10/15/2011,Wigan,Bolton,Home,1,3,0,0,0,1,1,2,0
10/15/2011,Chelsea,Everton,Home,3,1,3,1,0,0,2,0,3
10/15/2011,Liverpool,Man United,Home,1,1,1,0,1,0,0,0,1
10/15/2011,Man City,Aston Villa,Home,4,1,3,1,0,0,1,0,3
10/15/2011,Norwich,Swansea,Home,3,1,3,1,0,0,2,1,3
10/15/2011,QPR,Blackburn,Home,1,1,1,0,1,0,1,1,1
10/15/2011,Stoke,Fulham,Home,2,0,3,1,0,0,0,0,1
10/15/2011,Wigan,Bolton,Home,1,3,0,0,0,1,1,2,0
10/15/2011,Everton,Chelsea,Away,1,3,0,0,0,1,0,2,0
10/15/2011,Man United,Liverpool,Away,1,1,1,0,1,0,0,0,1
10/15/2011,Aston Villa,Man City,Away,1,4,0,0,0,1,0,1,0
10/15/2011,Swansea,Norwich,Away,1,3,0,0,0,1,1,2,0
10/15/2011,Blackburn,QPR,Away,1,1,1,0,1,0,1,1,1
10/15/2011,Fulham,Stoke,Away,0,2,0,0,0,1,0,0,1
10/15/2011,Bolton,Wigan,Away,3,1,3,1,0,0,2,1,3
10/15/2011,Everton,Chelsea,Away,1,3,0,0,0,1,0,2,0
10/15/2011,Man United,Liverpool,Away,1,1,1,0,1,0,0,0,1
10/15/2011,Aston Villa,Man City,Away,1,4,0,0,0,1,0,1,0
10/15/2011,Swansea,Norwich,Away,1,3,0,0,0,1,1,2,0
10/15/2011,Blackburn,QPR,Away,1,1,1,0,1,0,1,1,1
10/15/2011,Fulham,Stoke,Away,0,2,0,0,0,1,0,0,1
10/15/2011,Bolton,Wigan,Away,3,1,3,1,0,0,2,1,3
10/15/2016,Arsenal,Swansea,Home,3,2,3,1,0,0,2,1,3
10/15/2016,Bournemouth,Hull,Home,6,1,3,1,0,0,3,1,3
10/15/2016,Chelsea,Leicester,Home,3,0,3,1,0,0,2,0,3
10/15/2016,Crystal Palace,West Ham,Home,0,1,0,0,0,1,0,1,0
10/15/2016,Man City,Everton,Home,1,1,1,0,1,0,0,0,1
10/15/2016,Stoke,Sunderland,Home,2,0,3,1,0,0,2,0,3
10/15/2016,West Brom,Tottenham,Home,1,1,1,0,1,0,0,0,1
10/15/2016,Swansea,Arsenal,Away,2,3,0,0,0,1,1,2,0
10/15/2016,Hull,Bournemouth,Away,1,6,0,0,0,1,1,3,0
10/15/2016,Leicester,Chelsea,Away,0,3,0,0,0,1,0,2,0
10/15/2016,West Ham,Crystal Palace,Away,1,0,3,1,0,0,1,0,3
10/15/2016,Everton,Man City,Away,1,1,1,0,1,0,0,0,1
10/15/2016,Sunderland,Stoke,Away,0,2,0,0,0,1,0,2,0
10/15/2016,Tottenham,West Brom,Away,1,1,1,0,1,0,0,0,1
11/15/2008,Arsenal,Aston Villa,Home,0,2,0,0,0,1,0,0,1
11/15/2008,Blackburn,Sunderland,Home,1,2,0,0,0,1,1,0,3
11/15/2008,Bolton,Liverpool,Home,0,2,0,0,0,1,0,1,0
11/15/2008,Fulham,Tottenham,Home,2,1,3,1,0,0,1,0,3
11/15/2008,Man United,Stoke,Home,5,0,3,1,0,0,2,0,3
11/15/2008,Newcastle,Wigan,Home,2,2,1,0,1,0,0,1,0
11/15/2008,West Brom,Chelsea,Home,0,3,0,0,0,1,0,3,0
11/15/2008,West Ham,Portsmouth,Home,0,0,1,0,1,0,0,0,1
11/15/2008,Aston Villa,Arsenal,Away,2,0,3,1,0,0,0,0,1
11/15/2008,Sunderland,Blackburn,Away,2,1,3,1,0,0,0,1,0
11/15/2008,Liverpool,Bolton,Away,2,0,3,1,0,0,1,0,3
11/15/2008,Tottenham,Fulham,Away,1,2,0,0,0,1,0,1,0
11/15/2008,Stoke,Man United,Away,0,5,0,0,0,1,0,2,0
11/15/2008,Wigan,Newcastle,Away,2,2,1,0,1,0,1,0,3
11/15/2008,Chelsea,West Brom,Away,3,0,3,1,0,0,3,0,3
11/15/2008,Portsmouth,West Ham,Away,0,0,1,0,1,0,0,0,1
12/15/2001,Bolton,Charlton,Home,0,0,1,0,1,0,0,0,1
12/15/2001,Everton,Derby,Home,1,0,3,1,0,0,0,0,1
12/15/2001,Middlesbrough,Man United,Home,0,1,0,0,0,1,0,0,1
12/15/2001,Newcastle,Blackburn,Home,2,1,3,1,0,0,0,1,0
12/15/2001,Southampton,Sunderland,Home,2,0,3,1,0,0,1,0,3
12/15/2001,Tottenham,Fulham,Home,4,0,3,1,0,0,2,0,3
12/15/2001,West Ham,Arsenal,Home,1,1,1,0,1,0,1,1,1
12/15/2001,Charlton,Bolton,Away,0,0,1,0,1,0,0,0,1
12/15/2001,Derby,Everton,Away,0,1,0,0,0,1,0,0,1
12/15/2001,Man United,Middlesbrough,Away,1,0,3,1,0,0,0,0,1
12/15/2001,Blackburn,Newcastle,Away,1,2,0,0,0,1,1,0,3
12/15/2001,Sunderland,Southampton,Away,0,2,0,0,0,1,0,1,0
12/15/2001,Fulham,Tottenham,Away,0,4,0,0,0,1,0,2,0
12/15/2001,Arsenal,West Ham,Away,1,1,1,0,1,0,1,1,1
12/15/2002,Fulham,Birmingham,Home,0,1,0,0,0,1,0,1,0
12/15/2002,Sunderland,Liverpool,Home,2,1,3,1,0,0,1,0,3
12/15/2002,Tottenham,Arsenal,Home,1,1,1,0,1,0,1,1,1
12/15/2002,Birmingham,Fulham,Away,1,0,3,1,0,0,1,0,3
12/15/2002,Liverpool,Sunderland,Away,1,2,0,0,0,1,0,1,0
12/15/2002,Arsenal,Tottenham,Away,1,1,1,0,1,0,1,1,1
12/15/2007,Birmingham,Reading,Home,1,1,1,0,1,0,1,0,3
12/15/2007,Derby,Middlesbrough,Home,0,1,0,0,0,1,0,1,0
12/15/2007,Fulham,Newcastle,Home,0,1,0,0,0,1,0,0,1
12/15/2007,Man City,Bolton,Home,4,2,3,1,0,0,1,2,0
12/15/2007,Portsmouth,Tottenham,Home,0,1,0,0,0,1,0,0,1
12/15/2007,Sunderland,Aston Villa,Home,1,1,1,0,1,0,1,0,3
12/15/2007,West Ham,Everton,Home,0,2,0,0,0,1,0,1,0
12/15/2007,Wigan,Blackburn,Home,5,3,3,1,0,0,3,1,3
12/15/2007,Reading,Birmingham,Away,1,1,1,0,1,0,0,1,0
12/15/2007,Middlesbrough,Derby,Away,1,0,3,1,0,0,1,0,3
12/15/2007,Newcastle,Fulham,Away,1,0,3,1,0,0,0,0,1
12/15/2007,Bolton,Man City,Away,2,4,0,0,0,1,2,1,3
12/15/2007,Tottenham,Portsmouth,Away,1,0,3,1,0,0,0,0,1
12/15/2007,Aston Villa,Sunderland,Away,1,1,1,0,1,0,0,1,0
12/15/2007,Everton,West Ham,Away,2,0,3,1,0,0,1,0,3
12/15/2007,Blackburn,Wigan,Away,3,5,0,0,0,1,1,3,0
12/15/2009,Birmingham,Blackburn,Home,2,1,3,1,0,0,1,0,3
12/15/2009,Bolton,West Ham,Home,3,1,3,1,0,0,0,0,1
12/15/2009,Man United,Wolves,Home,3,0,3,1,0,0,2,0,3
12/15/2009,Sunderland,Aston Villa,Home,0,2,0,0,0,1,0,1,0
12/15/2009,Blackburn,Birmingham,Away,1,2,0,0,0,1,0,1,0
12/15/2009,West Ham,Bolton,Away,1,3,0,0,0,1,0,0,1
12/15/2009,Wolves,Man United,Away,0,3,0,0,0,1,0,2,0
12/15/2009,Aston Villa,Sunderland,Away,2,0,3,1,0,0,1,0,3
12/15/2012,Liverpool,Aston Villa,Home,1,3,0,0,0,1,0,2,0
12/15/2012,Man United,Sunderland,Home,3,1,3,1,0,0,2,0,3
12/15/2012,Newcastle,Man City,Home,1,3,0,0,0,1,0,2,0
12/15/2012,Norwich,Wigan,Home,2,1,3,1,0,0,1,0,3
12/15/2012,QPR,Fulham,Home,2,1,3,1,0,0,0,0,1
12/15/2012,Stoke,Everton,Home,1,1,1,0,1,0,0,1,0
12/15/2012,Aston Villa,Liverpool,Away,3,1,3,1,0,0,2,0,3
12/15/2012,Sunderland,Man United,Away,1,3,0,0,0,1,0,2,0
12/15/2012,Man City,Newcastle,Away,3,1,3,1,0,0,2,0,3
12/15/2012,Wigan,Norwich,Away,1,2,0,0,0,1,0,1,0
12/15/2012,Fulham,QPR,Away,1,2,0,0,0,1,0,0,1
12/15/2012,Everton,Stoke,Away,1,1,1,0,1,0,1,0,3
12/15/2014,Everton,QPR,Home,3,1,3,1,0,0,2,0,3
12/15/2014,QPR,Everton,Away,1,3,0,0,0,1,0,2,0
2/15/2006,Blackburn,Sunderland,Home,2,0,3,1,0,0,1,0,3
2/15/2006,Sunderland,Blackburn,Away,0,2,0,0,0,1,0,1,0
2/15/2011,Birmingham,Newcastle,Home,0,2,0,0,0,1,0,1,0
2/15/2011,Newcastle,Birmingham,Away,2,0,3,1,0,0,1,0,3
3/15/2003,Aston Villa,Man United,Home,0,1,0,0,0,1,0,1,0
3/15/2003,Blackburn,Arsenal,Home,2,0,3,1,0,0,1,0,3
3/15/2003,Charlton,Newcastle,Home,0,2,0,0,0,1,0,1,0
3/15/2003,Everton,West Ham,Home,0,0,1,0,1,0,0,0,1
3/15/2003,Fulham,Southampton,Home,2,2,1,0,1,0,1,0,3
3/15/2003,Leeds,Middlesboro,Home,2,3,0,0,0,1,1,2,0
3/15/2003,Sunderland,Bolton,Home,0,2,0,0,0,1,0,0,1
3/15/2003,Man United,Aston Villa,Away,1,0,3,1,0,0,1,0,3
3/15/2003,Arsenal,Blackburn,Away,0,2,0,0,0,1,0,1,0
3/15/2003,Newcastle,Charlton,Away,2,0,3,1,0,0,1,0,3
3/15/2003,West Ham,Everton,Away,0,0,1,0,1,1,0,0,1
3/15/2003,Southampton,Fulham,Away,2,2,1,0,1,1,0,1,0
3/15/2003,Middlesboro,Leeds,Away,3,2,3,1,0,0,2,1,3
3/15/2003,Bolton,Sunderland,Away,2,0,3,1,0,0,0,0,1
3/15/2005,Chelsea,West Brom,Home,1,0,3,1,0,0,1,0,3
3/15/2005,West Brom,Chelsea,Away,0,1,0,0,0,1,0,1,0
3/15/2006,Liverpool,Fulham,Home,5,1,3,1,0,0,2,1,3
3/15/2006,Fulham,Liverpool,Away,1,5,0,0,0,1,1,2,0
3/15/2008,Arsenal,Middlesbrough,Home,1,1,1,0,1,0,0,1,0
3/15/2008,Derby,Man United,Home,0,1,0,0,0,1,0,0,1
3/15/2008,Liverpool,Reading,Home,2,1,3,1,0,0,1,1,1
3/15/2008,Portsmouth,Aston Villa,Home,2,0,3,1,0,0,2,0,3
3/15/2008,Sunderland,Chelsea,Home,0,1,0,0,0,1,0,1,0
3/15/2008,West Ham,Blackburn,Home,2,1,3,1,0,0,1,1,1
3/15/2008,Middlesbrough,Arsenal,Away,1,1,1,0,1,0,1,0,3
3/15/2008,Man United,Derby,Away,1,0,3,1,0,0,0,0,1
3/15/2008,Reading,Liverpool,Away,1,2,0,0,0,1,1,1,1
3/15/2008,Aston Villa,Portsmouth,Away,0,2,0,0,0,1,0,2,0
3/15/2008,Chelsea,Sunderland,Away,1,0,3,1,0,0,1,0,3
3/15/2008,Blackburn,West Ham,Away,1,2,0,0,0,1,1,1,1
3/15/2009,Aston Villa,Tottenham,Home,1,2,0,0,0,1,0,1,0
3/15/2009,Chelsea,Man City,Home,1,0,3,1,0,0,1,0,3
3/15/2009,Tottenham,Aston Villa,Away,2,1,3,1,0,0,1,0,3
3/15/2009,Man City,Chelsea,Away,0,1,0,0,0,1,0,1,0
3/15/2010,Liverpool,Portsmouth,Home,4,1,3,1,0,0,3,0,3
3/15/2010,Portsmouth,Liverpool,Away,1,4,0,0,0,1,0,3,0
3/15/2015,Chelsea,Southampton,Home,1,1,1,0,1,0,1,1,1
3/15/2015,Everton,Newcastle,Home,3,0,3,1,0,0,1,0,3
3/15/2015,Man United,Tottenham,Home,3,0,3,1,0,0,3,0,3
3/15/2015,Southampton,Chelsea,Away,1,1,1,0,1,0,1,1,1
3/15/2015,Newcastle,Everton,Away,0,3,0,0,0,1,0,1,0
3/15/2015,Tottenham,Man United,Away,0,3,0,0,0,1,0,3,0
4/15/2006,Arsenal,West Brom,Home,3,1,3,1,0,0,1,0,3
4/15/2006,Bolton,Chelsea,Home,0,2,0,0,0,1,0,1,0
4/15/2006,Everton,Tottenham,Home,0,1,0,0,0,1,0,1,0
4/15/2006,Fulham,Charlton,Home,2,1,3,1,0,0,2,1,3
4/15/2006,Newcastle,Wigan,Home,3,1,3,1,0,0,2,1,3
4/15/2006,Portsmouth,Middlesbrough,Home,1,0,3,1,0,0,0,0,1
4/15/2006,West Ham,Man City,Home,1,0,3,1,0,0,1,0,3
4/15/2006,West Brom,Arsenal,Away,1,3,0,0,0,1,0,1,0
4/15/2006,Chelsea,Bolton,Away,2,0,3,1,0,0,1,0,3
4/15/2006,Tottenham,Everton,Away,1,0,3,1,0,0,1,0,3
4/15/2006,Charlton,Fulham,Away,1,2,0,0,0,1,1,2,0
4/15/2006,Wigan,Newcastle,Away,1,3,0,0,0,1,1,2,0
4/15/2006,Middlesbrough,Portsmouth,Away,0,1,0,0,0,1,0,0,1
4/15/2006,Man City,West Ham,Away,0,1,0,0,0,1,0,1,0
4/15/2007,Everton,Charlton,Home,2,1,3,1,0,0,0,0,1
4/15/2007,Wigan,Tottenham,Home,3,3,1,0,1,0,2,2,1
4/15/2007,Charlton,Everton,Away,1,2,0,0,0,1,0,0,1
4/15/2007,Tottenham,Wigan,Away,3,3,1,0,1,0,2,2,1
4/15/2012,Man United,Aston Villa,Home,4,0,3,1,0,0,2,0,3
4/15/2012,Man United,Aston Villa,Home,4,0,3,1,0,0,2,0,3
4/15/2012,Aston Villa,Man United,Away,0,4,0,0,0,1,0,2,0
4/15/2012,Aston Villa,Man United,Away,0,4,0,0,0,1,0,2,0
4/15/2017,Crystal Palace,Leicester,Home,2,2,1,0,1,0,0,1,3
4/15/2017,Everton,Burnley,Home,3,1,0,0,0,1,0,0,1
4/15/2017,Southampton,Man City,Home,0,3,3,1,0,0,0,0,1
4/15/2017,Stoke,Hull,Home,3,1,0,0,0,1,1,0,0
4/15/2017,Sunderland,West Ham,Home,2,2,1,0,1,0,1,1,1
4/15/2017,Tottenham,Bournemouth,Home,4,0,0,0,0,1,2,0,0
4/15/2017,Watford,Swansea,Home,1,0,0,0,0,1,1,0,0
4/15/2017,Leicester,Crystal Palace,Away,2,2,1,0,1,0,1,0,3
4/15/2017,Burnley,Everton,Away,1,3,0,0,0,1,0,0,1
4/15/2017,Man City,Southampton,Away,3,0,3,1,0,0,0,0,1
4/15/2017,Hull,Stoke,Away,1,3,0,0,0,1,0,1,0
4/15/2017,West Ham,Sunderland,Away,2,2,1,0,1,0,1,1,1
4/15/2017,Bournemouth,Tottenham,Away,0,4,0,0,0,1,0,2,0
4/15/2017,Swansea,Watford,Away,0,1,0,0,0,1,0,1,0
5/15/2004,Arsenal,Leicester,Home,2,1,3,1,0,0,0,1,0
5/15/2004,Aston Villa,Man United,Home,0,2,0,0,0,1,0,2,0
5/15/2004,Blackburn,Birmingham,Home,1,1,1,0,1,0,1,0,3
5/15/2004,Bolton,Fulham,Home,0,2,0,0,0,1,0,1,0
5/15/2004,Charlton,Southampton,Home,2,1,3,1,0,0,1,0,3
5/15/2004,Chelsea,Leeds,Home,1,0,3,1,0,0,1,0,3
5/15/2004,Liverpool,Newcastle,Home,1,1,1,0,1,0,0,1,0
5/15/2004,Man City,Everton,Home,5,1,3,1,0,0,3,0,3
5/15/2004,Portsmouth,Middlesbrough,Home,5,1,3,1,0,0,3,1,3
5/15/2004,Wolves,Tottenham,Home,0,2,0,0,0,1,0,1,0
5/15/2004,Leicester,Arsenal,Away,1,2,0,0,0,1,1,0,3
5/15/2004,Man United,Aston Villa,Away,2,0,3,1,0,0,2,0,3
5/15/2004,Birmingham,Blackburn,Away,1,1,1,0,1,0,0,1,0
5/15/2004,Fulham,Bolton,Away,2,0,3,1,0,0,1,0,3
5/15/2004,Southampton,Charlton,Away,1,2,0,0,0,1,0,1,0
5/15/2004,Leeds,Chelsea,Away,0,1,0,0,0,1,0,1,0
5/15/2004,Newcastle,Liverpool,Away,1,1,1,0,1,0,1,0,3
5/15/2004,Everton,Man City,Away,1,5,0,0,0,1,0,3,0
5/15/2004,Middlesbrough,Portsmouth,Away,1,5,0,0,0,1,1,3,0
5/15/2004,Tottenham,Wolves,Away,2,0,3,1,0,0,1,0,3
