Date,HomeTeam,AwayTeam,Type,Final_Score_A,Final_Score_B,Final_Points,Win_Count,Draw_Count,Loss_Count,Half_Score_A,Half_Score_B,Half_Points
2/1/2012,Bolton,Arsenal,Home,0,0,1,0,1,1,0,0,1
2/1/2012,Fulham,West Brom,Home,1,1,1,0,1,1,0,0,1
2/1/2012,Sunderland,Norwich,Home,3,0,3,1,0,0,2,0,3
2/1/2012,Aston Villa,QPR,Home,2,2,1,0,1,1,1,2,0
2/1/2012,Blackburn,Newcastle,Home,0,2,0,0,0,1,0,1,0
2/1/2012,Bolton,Arsenal,Home,0,0,1,0,1,1,0,0,1
2/1/2012,Fulham,West Brom,Home,1,1,1,0,1,1,0,0,1
2/1/2012,Sunderland,Norwich,Home,3,0,3,1,0,0,2,0,3
2/1/2012,QPR,Aston Villa,Away,2,2,1,0,1,1,2,1,3
2/1/2012,Newcastle,Blackburn,Away,2,0,3,1,0,0,1,0,3
2/1/2012,Arsenal,Bolton,Away,0,0,1,0,1,1,0,0,1
2/1/2012,West Brom,Fulham,Away,1,1,1,0,1,1,0,0,1
2/1/2012,Norwich,Sunderland,Away,0,3,0,0,0,1,0,2,0
2/1/2012,QPR,Aston Villa,Away,2,2,1,0,1,1,2,1,3
2/1/2012,Newcastle,Blackburn,Away,2,0,3,1,0,0,1,0,3
2/1/2012,Arsenal,Bolton,Away,0,0,1,0,1,1,0,0,1
2/1/2012,West Brom,Fulham,Away,1,1,1,0,1,1,0,0,1
2/1/2012,Norwich,Sunderland,Away,0,3,0,0,0,1,0,2,0
2/1/2015,Arsenal,Aston Villa,Home,5,0,3,1,0,0,1,0,3
2/1/2015,Southampton,Swansea,Home,0,1,0,0,0,1,0,0,1
2/1/2015,Aston Villa,Arsenal,Away,0,5,0,0,0,1,0,1,0
2/1/2015,Swansea,Southampton,Away,1,0,3,1,0,0,0,0,1
2/1/2017,Man United,Hull,Home,0,0,1,0,1,1,0,0,1
2/1/2017,Stoke,Everton,Home,1,1,1,0,1,1,1,1,1
2/1/2017,West Ham,Man City,Home,0,4,0,0,0,1,0,3,0
2/1/2017,Hull,Man United,Away,0,0,1,0,1,1,0,0,1
2/1/2017,Everton,Stoke,Away,1,1,1,0,1,1,1,1,1
2/1/2017,Man City,West Ham,Away,4,0,3,1,0,0,3,0,3
3/1/2003,Blackburn,Man City,Home,1,0,3,1,0,0,1,0,3
3/1/2003,Fulham,Sunderland,Home,1,0,3,1,0,0,0,0,1
3/1/2003,Middlesboro,Everton,Home,1,1,1,0,1,0,0,1,0
3/1/2003,Newcastle,Chelsea,Home,2,1,3,1,0,0,1,1,1
3/1/2003,Southampton,West Brom,Home,1,0,3,1,0,0,1,0,3
3/1/2003,West Ham,Tottenham,Home,2,0,3,1,0,0,1,0,3
3/1/2003,Man City,Blackburn,Away,0,1,0,0,0,1,0,1,0
3/1/2003,Sunderland,Fulham,Away,0,1,0,0,0,1,0,0,1
3/1/2003,Everton,Middlesboro,Away,1,1,1,0,1,1,1,0,3
3/1/2003,Chelsea,Newcastle,Away,1,2,0,0,0,1,1,1,1
3/1/2003,West Brom,Southampton,Away,0,1,0,0,0,1,0,1,0
3/1/2003,Tottenham,West Ham,Away,0,2,0,0,0,1,0,1,0
3/1/2008,Arsenal,Aston Villa,Home,1,1,1,0,1,1,0,1,0
3/1/2008,Birmingham,Tottenham,Home,4,1,3,1,0,0,1,0,3
3/1/2008,Derby,Sunderland,Home,0,0,1,0,1,1,0,0,1
3/1/2008,Fulham,Man United,Home,0,3,0,0,0,1,0,2,0
3/1/2008,Man City,Wigan,Home,0,0,1,0,1,1,0,0,1
3/1/2008,Middlesbrough,Reading,Home,0,1,0,0,0,1,0,0,1
3/1/2008,Newcastle,Blackburn,Home,0,1,0,0,0,1,0,0,1
3/1/2008,West Ham,Chelsea,Home,0,4,0,0,0,1,0,3,0
3/1/2008,Aston Villa,Arsenal,Away,1,1,1,0,1,1,1,0,3
3/1/2008,Tottenham,Birmingham,Away,1,4,0,0,0,1,0,1,0
3/1/2008,Sunderland,Derby,Away,0,0,1,0,1,1,0,0,1
3/1/2008,Man United,Fulham,Away,3,0,3,1,0,0,2,0,3
3/1/2008,Wigan,Man City,Away,0,0,1,0,1,1,0,0,1
3/1/2008,Reading,Middlesbrough,Away,1,0,3,1,0,0,0,0,1
3/1/2008,Blackburn,Newcastle,Away,1,0,3,1,0,0,0,0,1
3/1/2008,Chelsea,West Ham,Away,4,0,3,1,0,0,3,0,3
3/1/2009,Aston Villa,Stoke,Home,2,2,1,0,1,1,1,0,3
3/1/2009,Bolton,Newcastle,Home,1,0,3,1,0,0,0,0,1
3/1/2009,Hull,Blackburn,Home,1,2,0,0,0,1,0,2,0
3/1/2009,West Ham,Man City,Home,1,0,3,1,0,0,0,0,1
3/1/2009,Stoke,Aston Villa,Away,2,2,1,0,1,1,0,1,0
3/1/2009,Newcastle,Bolton,Away,0,1,0,0,0,1,0,0,1
3/1/2009,Blackburn,Hull,Away,2,1,3,1,0,0,2,0,3
3/1/2009,Man City,West Ham,Away,0,1,0,0,0,1,0,0,1
3/1/2011,Chelsea,Man United,Home,2,1,3,1,0,0,0,1,0
3/1/2011,Man United,Chelsea,Away,1,2,0,0,0,1,1,0,3
3/1/2015,Arsenal,Everton,Home,2,0,3,1,0,0,1,0,3
3/1/2015,Liverpool,Man City,Home,2,1,3,1,0,0,1,1,1
3/1/2015,Everton,Arsenal,Away,0,2,0,0,0,1,0,1,0
3/1/2015,Man City,Liverpool,Away,1,2,0,0,0,1,1,1,1
3/1/2016,Aston Villa,Everton,Home,1,3,0,0,0,1,0,2,0
3/1/2016,Bournemouth,Southampton,Home,2,0,3,1,0,0,1,0,3
3/1/2016,Leicester,West Brom,Home,2,2,1,0,1,1,2,1,3
3/1/2016,Norwich,Chelsea,Home,1,2,0,0,0,1,0,2,0
3/1/2016,Sunderland,Crystal Palace,Home,2,2,1,0,1,1,1,0,3
3/1/2016,Everton,Aston Villa,Away,3,1,3,1,0,0,2,0,3
3/1/2016,Southampton,Bournemouth,Away,0,2,0,0,0,1,0,1,0
3/1/2016,West Brom,Leicester,Away,2,2,1,0,1,1,1,2,0
3/1/2016,Chelsea,Norwich,Away,2,1,3,1,0,0,2,0,3
3/1/2016,Crystal Palace,Sunderland,Away,2,2,1,0,1,1,0,1,0
4/1/2002,Blackburn,Southampton,Home,2,0,3,1,0,0,2,0,3
4/1/2002,Charlton,Arsenal,Home,0,3,0,0,0,1,0,3,0
4/1/2002,Derby,Middlesbrough,Home,0,1,0,0,0,1,0,1,0
4/1/2002,Everton,Bolton,Home,3,1,3,1,0,0,1,0,3
4/1/2002,Fulham,West Ham,Home,0,1,0,0,0,1,0,1,0
4/1/2002,Ipswich,Chelsea,Home,0,0,1,0,1,0,0,0,1
4/1/2002,Sunderland,Leicester,Home,2,1,3,1,0,0,2,1,3
4/1/2002,Tottenham,Leeds,Home,2,1,3,1,0,0,2,0,3
4/1/2002,Southampton,Blackburn,Away,0,2,0,0,0,1,0,2,0
4/1/2002,Arsenal,Charlton,Away,3,0,3,1,0,0,3,0,3
4/1/2002,Middlesbrough,Derby,Away,1,0,3,1,0,0,1,0,3
4/1/2002,Bolton,Everton,Away,1,3,0,0,0,1,0,1,0
4/1/2002,West Ham,Fulham,Away,1,0,3,1,0,0,1,0,3
4/1/2002,Chelsea,Ipswich,Away,0,0,1,0,1,0,0,0,1
4/1/2002,Leicester,Sunderland,Away,1,2,0,0,0,1,1,2,0
4/1/2002,Leeds,Tottenham,Away,1,2,0,0,0,1,0,2,0
4/1/2006,Arsenal,Aston Villa,Home,5,0,3,1,0,0,2,0,3
4/1/2006,Birmingham,Chelsea,Home,0,0,1,0,1,1,0,0,1
4/1/2006,Bolton,Man United,Home,1,2,0,0,0,1,1,1,1
4/1/2006,Everton,Sunderland,Home,2,2,1,0,1,1,2,1,3
4/1/2006,Fulham,Portsmouth,Home,1,3,0,0,0,1,1,2,0
4/1/2006,Newcastle,Tottenham,Home,3,1,3,1,0,0,3,1,3
4/1/2006,West Brom,Liverpool,Home,0,2,0,0,0,1,0,2,0
4/1/2006,Aston Villa,Arsenal,Away,0,5,0,0,0,1,0,2,0
4/1/2006,Chelsea,Birmingham,Away,0,0,1,0,1,1,0,0,1
4/1/2006,Man United,Bolton,Away,2,1,3,1,0,0,1,1,1
4/1/2006,Sunderland,Everton,Away,2,2,1,0,1,1,1,2,0
4/1/2006,Portsmouth,Fulham,Away,3,1,3,1,0,0,2,1,3
4/1/2006,Tottenham,Newcastle,Away,1,3,0,0,0,1,1,3,0
4/1/2006,Liverpool,West Brom,Away,2,0,3,1,0,0,2,0,3
4/1/2007,Tottenham,Reading,Home,1,0,3,1,0,0,1,0,3
4/1/2007,Reading,Tottenham,Away,0,1,0,0,0,1,0,1,0
4/1/2012,Newcastle,Liverpool,Home,2,0,3,1,0,0,1,0,3
4/1/2012,Tottenham,Swansea,Home,3,1,3,1,0,0,1,0,3
4/1/2012,Newcastle,Liverpool,Home,2,0,3,1,0,0,1,0,3
4/1/2012,Tottenham,Swansea,Home,3,1,3,1,0,0,1,0,3
4/1/2012,Liverpool,Newcastle,Away,0,2,0,0,0,1,0,1,0
4/1/2012,Swansea,Tottenham,Away,1,3,0,0,0,1,0,1,0
4/1/2012,Liverpool,Newcastle,Away,0,2,0,0,0,1,0,1,0
4/1/2012,Swansea,Tottenham,Away,1,3,0,0,0,1,0,1,0
4/1/2013,Fulham,QPR,Home,3,2,3,1,0,0,3,1,3
4/1/2013,QPR,Fulham,Away,2,3,0,0,0,1,1,3,0
4/1/2017,Burnley,Tottenham,Home,0,2,0,0,0,1,0,0,1
4/1/2017,Chelsea,Crystal Palace,Home,1,2,0,0,0,1,1,2,0
4/1/2017,Hull,West Ham,Home,2,1,3,1,0,0,0,1,0
4/1/2017,Leicester,Stoke,Home,2,0,3,1,0,0,1,0,3
4/1/2017,Liverpool,Everton,Home,3,1,3,1,0,0,2,1,3
4/1/2017,Man United,West Brom,Home,0,0,1,0,1,1,0,0,1
4/1/2017,Southampton,Bournemouth,Home,0,0,1,0,1,1,0,0,1
4/1/2017,Watford,Sunderland,Home,1,0,3,1,0,0,0,0,1
4/1/2017,Tottenham,Burnley,Away,2,0,3,1,0,0,0,0,1
4/1/2017,Crystal Palace,Chelsea,Away,2,1,3,1,0,0,2,1,3
4/1/2017,West Ham,Hull,Away,1,2,0,0,0,1,1,0,3
4/1/2017,Stoke,Leicester,Away,0,2,0,0,0,1,0,1,0
4/1/2017,Everton,Liverpool,Away,1,3,0,0,0,1,1,2,0
4/1/2017,West Brom,Man United,Away,0,0,1,0,1,1,0,0,1
4/1/2017,Bournemouth,Southampton,Away,0,0,1,0,1,1,0,0,1
4/1/2017,Sunderland,Watford,Away,0,1,0,0,0,1,0,0,1
5/1/2004,Arsenal,Birmingham,Home,0,0,1,0,1,1,0,0,1
5/1/2004,Blackburn,Man United,Home,1,0,3,1,0,0,0,0,1
5/1/2004,Charlton,Leicester,Home,2,2,1,0,1,1,0,1,0
5/1/2004,Chelsea,Southampton,Home,4,0,3,1,0,0,0,0,1
5/1/2004,Man City,Newcastle,Home,1,0,3,1,0,0,0,0,1
5/1/2004,Portsmouth,Fulham,Home,1,1,1,0,1,1,0,0,1
5/1/2004,Wolves,Everton,Home,2,1,3,1,0,0,0,1,0
5/1/2004,Birmingham,Arsenal,Away,0,0,1,0,1,1,0,0,1
5/1/2004,Man United,Blackburn,Away,0,1,0,0,0,1,0,0,1
5/1/2004,Leicester,Charlton,Away,2,2,1,0,1,1,1,0,3
5/1/2004,Southampton,Chelsea,Away,0,4,0,0,0,1,0,0,1
5/1/2004,Newcastle,Man City,Away,0,1,0,0,0,1,0,0,1
5/1/2004,Fulham,Portsmouth,Away,1,1,1,0,1,1,0,0,1
5/1/2004,Everton,Wolves,Away,1,2,0,0,0,1,1,0,3
5/1/2005,Charlton,Man United,Home,0,4,0,0,0,1,0,2,0
5/1/2005,Tottenham,Aston Villa,Home,5,1,3,1,0,0,3,1,3
5/1/2005,Man United,Charlton,Away,4,0,3,1,0,0,2,0,3
5/1/2005,Aston Villa,Tottenham,Away,1,5,0,0,0,1,1,3,0
5/1/2006,Man United,Middlesbrough,Home,0,0,1,0,1,1,0,0,1
5/1/2006,Sunderland,Arsenal,Home,0,3,0,0,0,1,0,3,0
5/1/2006,West Brom,West Ham,Home,0,1,0,0,0,1,0,1,0
5/1/2006,Middlesbrough,Man United,Away,0,0,1,0,1,1,0,0,1
5/1/2006,Arsenal,Sunderland,Away,3,0,3,1,0,0,3,0,3
5/1/2006,West Ham,West Brom,Away,1,0,3,1,0,0,1,0,3
5/1/2010,Birmingham,Burnley,Home,2,1,3,1,0,0,2,0,3
5/1/2010,Man City,Aston Villa,Home,3,1,3,1,0,0,2,1,3
5/1/2010,Portsmouth,Wolves,Home,3,1,3,1,0,0,2,1,3
5/1/2010,Stoke,Everton,Home,0,0,1,0,1,1,0,0,1
5/1/2010,Tottenham,Bolton,Home,1,0,3,1,0,0,1,0,3
5/1/2010,Burnley,Birmingham,Away,1,2,0,0,0,1,0,2,0
5/1/2010,Aston Villa,Man City,Away,1,3,0,0,0,1,1,2,0
5/1/2010,Wolves,Portsmouth,Away,1,3,0,0,0,1,1,2,0
5/1/2010,Everton,Stoke,Away,0,0,1,0,1,1,0,0,1
5/1/2010,Bolton,Tottenham,Away,0,1,0,0,0,1,0,1,0
5/1/2011,Arsenal,Man United,Home,1,0,3,1,0,0,0,0,1
5/1/2011,Birmingham,Wolves,Home,1,1,1,0,1,1,1,1,1
5/1/2011,Liverpool,Newcastle,Home,3,0,3,1,0,0,1,0,3
5/1/2011,Man City,West Ham,Home,2,1,3,1,0,0,2,1,3
5/1/2011,Man United,Arsenal,Away,0,1,0,0,0,1,0,0,1
5/1/2011,Wolves,Birmingham,Away,1,1,1,0,1,1,1,1,1
5/1/2011,Newcastle,Liverpool,Away,0,3,0,0,0,1,0,1,0
5/1/2011,West Ham,Man City,Away,1,2,0,0,0,1,1,2,0
5/1/2012,Liverpool,Fulham,Home,0,1,0,0,0,1,0,1,0
5/1/2012,Stoke,Everton,Home,1,1,1,0,1,1,0,1,0
5/1/2012,Liverpool,Fulham,Home,0,1,0,0,0,1,0,1,0
5/1/2012,Stoke,Everton,Home,1,1,1,0,1,1,0,1,0
5/1/2012,Fulham,Liverpool,Away,1,0,3,1,0,0,1,0,3
5/1/2012,Everton,Stoke,Away,1,1,1,0,1,1,1,0,3
5/1/2012,Fulham,Liverpool,Away,1,0,3,1,0,0,1,0,3
5/1/2012,Everton,Stoke,Away,1,1,1,0,1,1,1,0,3
5/1/2016,Man United,Leicester,Home,1,1,1,0,1,1,1,1,1
5/1/2016,Southampton,Man City,Home,4,2,3,1,0,0,2,1,3
5/1/2016,Swansea,Liverpool,Home,3,1,3,1,0,0,2,0,3
5/1/2016,Leicester,Man United,Away,1,1,1,0,1,1,1,1,1
5/1/2016,Man City,Southampton,Away,2,4,0,0,0,1,1,2,0
5/1/2016,Liverpool,Swansea,Away,1,3,0,0,0,1,0,2,0
5/1/2017,Watford,Liverpool,Home,0,1,0,0,0,1,0,1,0
5/1/2017,Liverpool,Watford,Away,1,0,3,1,0,0,1,0,3
9/1/2002,Bolton,Aston Villa,Home,1,0,3,1,0,0,0,0,1
9/1/2002,Chelsea,Arsenal,Home,1,1,1,0,1,0,1,0,3
9/1/2002,Aston Villa,Bolton,Away,0,1,0,0,0,1,0,0,1
9/1/2002,Arsenal,Chelsea,Away,1,1,1,0,1,0,0,1,0
9/1/2007,Bolton,Everton,Home,1,2,0,0,0,1,0,1,0
9/1/2007,Fulham,Tottenham,Home,3,3,1,0,1,1,1,2,0
9/1/2007,Liverpool,Derby,Home,6,0,3,1,0,0,2,0,3
9/1/2007,Man United,Sunderland,Home,1,0,3,1,0,0,0,0,1
9/1/2007,Middlesbrough,Birmingham,Home,2,0,3,1,0,0,2,0,3
9/1/2007,Newcastle,Wigan,Home,1,0,3,1,0,0,0,0,1
9/1/2007,Reading,West Ham,Home,0,3,0,0,0,1,0,1,0
9/1/2007,Everton,Bolton,Away,2,1,3,1,0,0,1,0,3
9/1/2007,Tottenham,Fulham,Away,3,3,1,0,1,1,2,1,3
9/1/2007,Derby,Liverpool,Away,0,6,0,0,0,1,0,2,0
9/1/2007,Sunderland,Man United,Away,0,1,0,0,0,1,0,0,1
9/1/2007,Birmingham,Middlesbrough,Away,0,2,0,0,0,1,0,2,0
9/1/2007,Wigan,Newcastle,Away,0,1,0,0,0,1,0,0,1
9/1/2007,West Ham,Reading,Away,3,0,3,1,0,0,1,0,3
9/1/2012,Man City,QPR,Home,3,1,3,1,0,0,1,0,3
9/1/2012,Swansea,Sunderland,Home,2,2,1,0,1,1,1,2,0
9/1/2012,Tottenham,Norwich,Home,1,1,1,0,1,1,0,0,1
9/1/2012,West Brom,Everton,Home,2,0,3,1,0,0,0,0,1
9/1/2012,West Ham,Fulham,Home,3,0,3,1,0,0,3,0,3
9/1/2012,Wigan,Stoke,Home,2,2,1,0,1,1,1,1,1
9/1/2012,QPR,Man City,Away,1,3,0,0,0,1,0,1,0
9/1/2012,Sunderland,Swansea,Away,2,2,1,0,1,1,2,1,3
9/1/2012,Norwich,Tottenham,Away,1,1,1,0,1,1,0,0,1
9/1/2012,Everton,West Brom,Away,0,2,0,0,0,1,0,0,1
9/1/2012,Fulham,West Ham,Away,0,3,0,0,0,1,0,3,0
9/1/2012,Stoke,Wigan,Away,2,2,1,0,1,1,1,1,1
1/10/2004,Arsenal,Middlesbrough,Home,4,1,3,1,0,0,2,0,3
1/10/2004,Birmingham,Southampton,Home,2,1,3,1,0,0,1,1,1
1/10/2004,Blackburn,Bolton,Home,3,4,0,0,0,1,3,2,3
1/10/2004,Charlton,Wolves,Home,2,0,3,1,0,0,1,0,3
1/10/2004,Fulham,Everton,Home,2,1,3,1,0,0,1,0,3
1/10/2004,Leeds,Tottenham,Home,0,1,0,0,0,1,0,0,1
1/10/2004,Liverpool,Aston Villa,Home,1,0,3,1,0,0,1,0,3
1/10/2004,Portsmouth,Man City,Home,4,2,3,1,0,0,1,2,0
1/10/2004,Middlesbrough,Arsenal,Away,1,4,0,0,0,1,0,2,0
1/10/2004,Southampton,Birmingham,Away,1,2,0,0,0,1,1,1,1
1/10/2004,Bolton,Blackburn,Away,4,3,3,1,0,0,2,3,0
1/10/2004,Wolves,Charlton,Away,0,2,0,0,0,1,0,1,0
1/10/2004,Everton,Fulham,Away,1,2,0,0,0,1,0,1,0
1/10/2004,Tottenham,Leeds,Away,1,0,3,1,0,0,0,0,1
1/10/2004,Aston Villa,Liverpool,Away,0,1,0,0,0,1,0,1,0
1/10/2004,Man City,Portsmouth,Away,2,4,0,0,0,1,2,1,3
1/10/2009,Arsenal,Bolton,Home,1,0,3,1,0,0,0,0,1
1/10/2009,Aston Villa,West Brom,Home,2,1,3,1,0,0,2,0,3
1/10/2009,Everton,Hull,Home,2,0,3,1,0,0,2,0,3
1/10/2009,Middlesbrough,Sunderland,Home,1,1,1,0,1,1,1,0,3
1/10/2009,Newcastle,West Ham,Home,2,2,1,0,1,1,1,1,1
1/10/2009,Stoke,Liverpool,Home,0,0,1,0,1,1,0,0,1
1/10/2009,Bolton,Arsenal,Away,0,1,0,0,0,1,0,0,1
1/10/2009,West Brom,Aston Villa,Away,1,2,0,0,0,1,0,2,0
1/10/2009,Hull,Everton,Away,0,2,0,0,0,1,0,2,0
1/10/2009,Sunderland,Middlesbrough,Away,1,1,1,0,1,1,0,1,0
1/10/2009,West Ham,Newcastle,Away,2,2,1,0,1,1,1,1,1
1/10/2009,Liverpool,Stoke,Away,0,0,1,0,1,1,0,0,1
1/10/2015,Burnley,QPR,Home,2,1,3,1,0,0,2,1,3
1/10/2015,Chelsea,Newcastle,Home,2,0,3,1,0,0,1,0,3
1/10/2015,Crystal Palace,Tottenham,Home,2,1,3,1,0,0,0,0,1
1/10/2015,Everton,Man City,Home,1,1,1,0,1,1,0,0,1
1/10/2015,Leicester,Aston Villa,Home,1,0,3,1,0,0,1,0,3
1/10/2015,Sunderland,Liverpool,Home,0,1,0,0,0,1,0,1,0
1/10/2015,Swansea,West Ham,Home,1,1,1,0,1,1,0,1,0
1/10/2015,West Brom,Hull,Home,1,0,3,1,0,0,0,0,1
1/10/2015,QPR,Burnley,Away,1,2,0,0,0,1,1,2,0
1/10/2015,Newcastle,Chelsea,Away,0,2,0,0,0,1,0,1,0
1/10/2015,Tottenham,Crystal Palace,Away,1,2,0,0,0,1,0,0,1
1/10/2015,Man City,Everton,Away,1,1,1,0,1,1,0,0,1
1/10/2015,Aston Villa,Leicester,Away,0,1,0,0,0,1,0,1,0
1/10/2015,Liverpool,Sunderland,Away,1,0,3,1,0,0,1,0,3
1/10/2015,West Ham,Swansea,Away,1,1,1,0,1,1,1,0,3
1/10/2015,Hull,West Brom,Away,0,1,0,0,0,1,0,0,1
11/10/2002,Sunderland,Tottenham,Home,2,0,3,1,0,0,0,0,1
11/10/2002,West Ham,Leeds,Home,3,4,0,0,0,1,1,4,0
11/10/2002,Tottenham,Sunderland,Away,0,2,0,0,0,1,0,0,1
11/10/2002,Leeds,West Ham,Away,4,3,3,1,0,0,4,1,3
11/10/2003,Blackburn,Everton,Home,2,1,3,1,0,0,2,0,3
11/10/2003,Everton,Blackburn,Away,1,2,0,0,0,1,0,2,0
11/10/2007,Derby,West Ham,Home,0,5,0,0,0,1,0,1,0
11/10/2007,Liverpool,Fulham,Home,2,0,3,1,0,0,0,0,1
11/10/2007,Sunderland,Newcastle,Home,1,1,1,0,1,1,0,0,1
11/10/2007,West Ham,Derby,Away,5,0,3,1,0,0,1,0,3
11/10/2007,Fulham,Liverpool,Away,0,2,0,0,0,1,0,0,1
11/10/2007,Newcastle,Sunderland,Away,1,1,1,0,1,1,0,0,1
11/10/2010,Aston Villa,Blackpool,Home,3,2,3,1,0,0,1,1,1
11/10/2010,Chelsea,Fulham,Home,1,0,3,1,0,0,1,0,3
11/10/2010,Everton,Bolton,Home,1,1,1,0,1,1,0,0,1
11/10/2010,Man City,Man United,Home,0,0,1,0,1,1,0,0,1
11/10/2010,Newcastle,Blackburn,Home,1,2,0,0,0,1,0,1,0
11/10/2010,West Ham,West Brom,Home,2,2,1,0,1,1,1,1,1
11/10/2010,Wigan,Liverpool,Home,1,1,1,0,1,1,0,1,0
11/10/2010,Wolves,Arsenal,Home,0,2,0,0,0,1,0,1,0
11/10/2010,Blackpool,Aston Villa,Away,2,3,0,0,0,1,1,1,1
11/10/2010,Fulham,Chelsea,Away,0,1,0,0,0,1,0,1,0
11/10/2010,Bolton,Everton,Away,1,1,1,0,1,1,0,0,1
11/10/2010,Man United,Man City,Away,0,0,1,0,1,1,0,0,1
11/10/2010,Blackburn,Newcastle,Away,2,1,3,1,0,0,1,0,3
11/10/2010,West Brom,West Ham,Away,2,2,1,0,1,1,1,1,1
11/10/2010,Liverpool,Wigan,Away,1,1,1,0,1,1,1,0,3
11/10/2010,Arsenal,Wolves,Away,2,0,3,1,0,0,1,0,3
11/10/2012,Arsenal,Fulham,Home,3,3,1,0,1,1,2,2,1
11/10/2012,Aston Villa,Man United,Home,2,3,0,0,0,1,1,0,3
11/10/2012,Everton,Sunderland,Home,2,1,3,1,0,0,0,1,0
11/10/2012,Reading,Norwich,Home,0,0,1,0,1,1,0,0,1
11/10/2012,Southampton,Swansea,Home,1,1,1,0,1,1,0,0,1
11/10/2012,Stoke,QPR,Home,1,0,3,1,0,0,0,0,1
11/10/2012,Wigan,West Brom,Home,1,2,0,0,0,1,1,2,0
11/10/2012,Fulham,Arsenal,Away,3,3,1,0,1,1,2,2,1
11/10/2012,Man United,Aston Villa,Away,3,2,3,1,0,0,0,1,0
11/10/2012,Sunderland,Everton,Away,1,2,0,0,0,1,1,0,3
11/10/2012,Norwich,Reading,Away,0,0,1,0,1,1,0,0,1
11/10/2012,Swansea,Southampton,Away,1,1,1,0,1,1,0,0,1
11/10/2012,QPR,Stoke,Away,0,1,0,0,0,1,0,0,1
11/10/2012,West Brom,Wigan,Away,2,1,3,1,0,0,2,1,3
12/10/2005,Birmingham,Fulham,Home,1,0,3,1,0,0,0,0,1
12/10/2005,Blackburn,West Ham,Home,3,2,3,1,0,0,0,1,0
12/10/2005,Bolton,Aston Villa,Home,1,1,1,0,1,1,0,0,1
12/10/2005,Charlton,Sunderland,Home,2,0,3,1,0,0,1,0,3
12/10/2005,Chelsea,Wigan,Home,1,0,3,1,0,0,0,0,1
12/10/2005,Liverpool,Middlesbrough,Home,2,0,3,1,0,0,0,0,1
12/10/2005,Newcastle,Arsenal,Home,1,0,3,1,0,0,0,0,1
12/10/2005,West Brom,Man City,Home,2,0,3,1,0,0,1,0,3
12/10/2005,Fulham,Birmingham,Away,0,1,0,0,0,1,0,0,1
12/10/2005,West Ham,Blackburn,Away,2,3,0,0,0,1,1,0,3
12/10/2005,Aston Villa,Bolton,Away,1,1,1,0,1,1,0,0,1
12/10/2005,Sunderland,Charlton,Away,0,2,0,0,0,1,0,1,0
12/10/2005,Wigan,Chelsea,Away,0,1,0,0,0,1,0,0,1
12/10/2005,Middlesbrough,Liverpool,Away,0,2,0,0,0,1,0,0,1
12/10/2005,Arsenal,Newcastle,Away,0,1,0,0,0,1,0,0,1
12/10/2005,Man City,West Brom,Away,0,2,0,0,0,1,0,1,0
12/10/2006,Chelsea,Arsenal,Home,1,1,1,0,1,1,0,0,1
12/10/2006,Arsenal,Chelsea,Away,1,1,1,0,1,1,0,0,1
12/10/2011,Arsenal,Everton,Home,1,0,3,1,0,0,0,0,1
12/10/2011,Bolton,Aston Villa,Home,1,2,0,0,0,1,0,2,0
12/10/2011,Liverpool,QPR,Home,1,0,3,1,0,0,0,0,1
12/10/2011,Man United,Wolves,Home,4,1,3,1,0,0,2,0,3
12/10/2011,Norwich,Newcastle,Home,4,2,3,1,0,0,1,1,1
12/10/2011,Swansea,Fulham,Home,2,0,3,1,0,0,0,0,1
12/10/2011,West Brom,Wigan,Home,1,2,0,0,0,1,1,1,1
12/10/2011,Arsenal,Everton,Home,1,0,3,1,0,0,0,0,1
12/10/2011,Bolton,Aston Villa,Home,1,2,0,0,0,1,0,2,0
12/10/2011,Liverpool,QPR,Home,1,0,3,1,0,0,0,0,1
12/10/2011,Man United,Wolves,Home,4,1,3,1,0,0,2,0,3
12/10/2011,Norwich,Newcastle,Home,4,2,3,1,0,0,1,1,1
12/10/2011,Swansea,Fulham,Home,2,0,3,1,0,0,0,0,1
12/10/2011,West Brom,Wigan,Home,1,2,0,0,0,1,1,1,1
12/10/2011,Everton,Arsenal,Away,0,1,0,0,0,1,0,0,1
12/10/2011,Aston Villa,Bolton,Away,2,1,3,1,0,0,2,0,3
12/10/2011,QPR,Liverpool,Away,0,1,0,0,0,1,0,0,1
12/10/2011,Wolves,Man United,Away,1,4,0,0,0,1,0,2,0
12/10/2011,Newcastle,Norwich,Away,2,4,0,0,0,1,1,1,1
12/10/2011,Fulham,Swansea,Away,0,2,0,0,0,1,0,0,1
12/10/2011,Wigan,West Brom,Away,2,1,3,1,0,0,1,1,1
12/10/2011,Everton,Arsenal,Away,0,1,0,0,0,1,0,0,1
12/10/2011,Aston Villa,Bolton,Away,2,1,3,1,0,0,2,0,3
12/10/2011,QPR,Liverpool,Away,0,1,0,0,0,1,0,0,1
12/10/2011,Wolves,Man United,Away,1,4,0,0,0,1,0,2,0
12/10/2011,Newcastle,Norwich,Away,2,4,0,0,0,1,1,1,1
12/10/2011,Fulham,Swansea,Away,0,2,0,0,0,1,0,0,1
12/10/2011,Wigan,West Brom,Away,2,1,3,1,0,0,1,1,1
12/10/2012,Fulham,Newcastle,Home,2,1,3,1,0,0,1,0,3
